"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevoelkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"437",505,"Bonn",2002,915022,0.513144,2,4,2
"438",505,"Bonn",2003,915022,0.510418,2,4,2
"439",505,"Bonn",2004,915022,0.496506,2,4,2
"440",505,"Bonn",2005,915022,0.511579,2,4,2
"441",505,"Bonn",2006,915022,0.50039,2,4,2
"442",505,"Bonn",2007,915022,0.466366,2,3,2
"443",505,"Bonn",2008,915022,0.425187,1,2,1
"444",505,"Bonn",2009,915022,0.402343,1,2,1
"445",505,"Bonn",2010,915022,0.380811,1,2,1
"446",505,"Bonn",2011,915022,0.326622,1,1,1
"447",505,"Bonn",2012,915022,0.290497,1,1,1
"448",505,"Bonn",2013,915022,0.249994,1,1,1
"449",505,"Bonn",2014,915022,0.254905,1,1,1
"450",505,"Bonn",2015,915022,0.223328,1,1,1
"451",506,"Dortmund",1998,1161613,0.76891,5,9,3
"452",506,"Dortmund",1999,1161613,0.750712,5,9,3
"453",506,"Dortmund",2000,1161613,0.712363,5,9,3
"454",506,"Dortmund",2001,1161613,0.690421,4,8,2
"455",506,"Dortmund",2002,1161613,0.692306,4,8,2
"456",506,"Dortmund",2003,1161613,0.692549,4,8,2
"457",506,"Dortmund",2004,1161613,0.684358,4,8,2
"458",506,"Dortmund",2005,1161613,0.691486,4,8,2
"459",506,"Dortmund",2006,1161613,0.692564,4,8,2
"460",506,"Dortmund",2007,1161613,0.655366,4,7,2
"461",506,"Dortmund",2008,1161613,0.614865,3,6,2
"462",506,"Dortmund",2009,1161613,0.60009,3,6,2
"463",506,"Dortmund",2010,1161613,0.589378,3,6,2
"464",506,"Dortmund",2011,1161613,0.545794,3,5,2
"465",506,"Dortmund",2012,1161613,0.524452,2,4,2
"466",506,"Dortmund",2013,1161613,0.478622,2,3,2
"467",506,"Dortmund",2014,1161613,0.486561,2,3,2
"468",506,"Dortmund",2015,1161613,0.460853,2,3,2
"469",507,"Duisburg/Essen",1998,2227068,0.741847,5,9,3
"470",507,"Duisburg/Essen",1999,2227068,0.718225,5,9,3
"471",507,"Duisburg/Essen",2000,2227068,0.683195,4,8,2
"472",507,"Duisburg/Essen",2001,2227068,0.657145,4,7,2
"473",507,"Duisburg/Essen",2002,2227068,0.659308,4,8,2
"474",507,"Duisburg/Essen",2003,2227068,0.66038,4,8,2
"475",507,"Duisburg/Essen",2004,2227068,0.650568,4,7,2
"476",507,"Duisburg/Essen",2005,2227068,0.664341,4,8,2
"477",507,"Duisburg/Essen",2006,2227068,0.653063,4,7,2
"478",507,"Duisburg/Essen",2007,2227068,0.627382,4,7,2
"479",507,"Duisburg/Essen",2008,2227068,0.581902,3,5,2
"480",507,"Duisburg/Essen",2009,2227068,0.56307,3,5,2
"481",507,"Duisburg/Essen",2010,2227068,0.545024,3,5,2
"482",507,"Duisburg/Essen",2011,2227068,0.504886,2,4,2
"483",507,"Duisburg/Essen",2012,2227068,0.473625,2,3,2
"484",507,"Duisburg/Essen",2013,2227068,0.429858,1,2,1
"485",507,"Duisburg/Essen",2014,2227068,0.447122,2,3,2
"486",507,"Duisburg/Essen",2015,2227068,0.426923,1,2,1
"487",508,"Düsseldorf",1998,2946555,0.658293,4,8,2
"488",508,"Düsseldorf",1999,2946555,0.629705,4,7,2
"489",508,"Düsseldorf",2000,2946555,0.593557,3,6,2
"490",508,"Düsseldorf",2001,2946555,0.57009,3,5,2
"491",508,"Düsseldorf",2002,2946555,0.569251,3,5,2
"492",508,"Düsseldorf",2003,2946555,0.562778,3,5,2
"493",508,"Düsseldorf",2004,2946555,0.547085,3,5,2
"494",508,"Düsseldorf",2005,2946555,0.562286,3,5,2
"495",508,"Düsseldorf",2006,2946555,0.547337,3,5,2
"496",508,"Düsseldorf",2007,2946555,0.523931,2,4,2
"497",508,"Düsseldorf",2008,2946555,0.475099,2,3,2
"498",508,"Düsseldorf",2009,2946555,0.464016,2,3,2
"499",508,"Düsseldorf",2010,2946555,0.445456,2,3,2
"500",508,"Düsseldorf",2011,2946555,0.392877,1,2,1
"501",508,"Düsseldorf",2012,2946555,0.366873,1,2,1
"502",508,"Düsseldorf",2013,2946555,0.317613,1,1,1
"503",508,"Düsseldorf",2014,2946555,0.321539,1,1,1
"504",508,"Düsseldorf",2015,2946555,0.297032,1,1,1
"505",509,"Emscher-Lippe",1998,995318,0.792055,5,10,3
"506",509,"Emscher-Lippe",1999,995318,0.77512,5,9,3
"507",509,"Emscher-Lippe",2000,995318,0.749095,5,9,3
"508",509,"Emscher-Lippe",2001,995318,0.729741,5,9,3
"509",509,"Emscher-Lippe",2002,995318,0.725569,5,9,3
"510",509,"Emscher-Lippe",2003,995318,0.724753,5,9,3
"511",509,"Emscher-Lippe",2004,995318,0.721777,5,9,3
"512",509,"Emscher-Lippe",2005,995318,0.731529,5,9,3
"513",509,"Emscher-Lippe",2006,995318,0.723619,5,9,3
"514",509,"Emscher-Lippe",2007,995318,0.698987,4,8,2
"515",509,"Emscher-Lippe",2008,995318,0.662337,4,8,2
"516",509,"Emscher-Lippe",2009,995318,0.63173,4,7,2
"517",509,"Emscher-Lippe",2010,995318,0.628999,4,7,2
"518",509,"Emscher-Lippe",2011,995318,0.59149,3,6,2
"519",509,"Emscher-Lippe",2012,995318,0.5628,3,5,2
"520",509,"Emscher-Lippe",2013,995318,0.524933,2,4,2
"521",509,"Emscher-Lippe",2014,995318,0.539749,2,4,2
"522",509,"Emscher-Lippe",2015,995318,0.523584,2,4,2
"523",510,"Köln",1998,2246907,0.638285,4,7,2
"524",510,"Köln",1999,2246907,0.611203,3,6,2
"525",510,"Köln",2000,2246907,0.5711,3,5,2
"526",510,"Köln",2001,2246907,0.536205,2,4,2
"527",510,"Köln",2002,2246907,0.538847,2,4,2
"528",510,"Köln",2003,2246907,0.540192,2,4,2
"529",510,"Köln",2004,2246907,0.527168,2,4,2
"530",510,"Köln",2005,2246907,0.543756,3,5,2
"531",510,"Köln",2006,2246907,0.525946,2,4,2
"532",510,"Köln",2007,2246907,0.499273,2,4,2
"533",510,"Köln",2008,2246907,0.443398,2,3,2
"534",510,"Köln",2009,2246907,0.429151,1,2,1
"535",510,"Köln",2010,2246907,0.412358,1,2,1
"536",510,"Köln",2011,2246907,0.366926,1,2,1
"537",510,"Köln",2012,2246907,0.329272,1,1,1
"538",510,"Köln",2013,2246907,0.281243,1,1,1
"539",510,"Köln",2014,2246907,0.287382,1,1,1
"540",510,"Köln",2015,2246907,0.257283,1,1,1
"541",511,"Münster",1998,1618911,0.663634,4,8,2
"542",511,"Münster",1999,1618911,0.647719,4,7,2
"543",511,"Münster",2000,1618911,0.61902,4,7,2
"544",511,"Münster",2001,1618911,0.59619,3,6,2
"545",511,"Münster",2002,1618911,0.605077,3,6,2
"546",511,"Münster",2003,1618911,0.603304,3,6,2
"547",511,"Münster",2004,1618911,0.590123,3,6,2
"548",511,"Münster",2005,1618911,0.596072,3,6,2
"549",511,"Münster",2006,1618911,0.574957,3,5,2
"550",511,"Münster",2007,1618911,0.543811,3,5,2
"551",511,"Münster",2008,1618911,0.502178,2,4,2
"552",511,"Münster",2009,1618911,0.497133,2,4,2
"553",511,"Münster",2010,1618911,0.47862,2,3,2
"554",511,"Münster",2011,1618911,0.439227,1,2,1
"555",511,"Münster",2012,1618911,0.413583,1,2,1
"556",511,"Münster",2013,1618911,0.351503,1,1,1
"557",511,"Münster",2014,1618911,0.36765,1,2,1
"558",511,"Münster",2015,1618911,0.348052,1,1,1
"559",512,"Paderborn",1998,448342,0.711343,5,9,3
"560",512,"Paderborn",1999,448342,0.692404,4,8,2
"561",512,"Paderborn",2000,448342,0.665759,4,8,2
"562",512,"Paderborn",2001,448342,0.639999,4,7,2
"563",512,"Paderborn",2002,448342,0.644608,4,7,2
"564",512,"Paderborn",2003,448342,0.636327,4,7,2
"565",512,"Paderborn",2004,448342,0.624731,4,7,2
"566",512,"Paderborn",2005,448342,0.634539,4,7,2
"567",512,"Paderborn",2006,448342,0.61112,3,6,2
"568",512,"Paderborn",2007,448342,0.577802,3,5,2
"569",512,"Paderborn",2008,448342,0.535073,2,4,2
"570",512,"Paderborn",2009,448342,0.533656,2,4,2
"571",512,"Paderborn",2010,448342,0.511089,2,4,2
"572",512,"Paderborn",2011,448342,0.462648,2,3,2
"573",512,"Paderborn",2012,448342,0.439692,1,2,1
"574",512,"Paderborn",2013,448342,0.388148,1,2,1
"575",512,"Paderborn",2014,448342,0.410866,1,2,1
"576",512,"Paderborn",2015,448342,0.383757,1,2,1
"577",513,"Siegen",1998,417165,0.639836,4,7,2
"578",513,"Siegen",1999,417165,0.618008,4,7,2
"579",513,"Siegen",2000,417165,0.600025,3,6,2
"580",513,"Siegen",2001,417165,0.588472,3,6,2
"581",513,"Siegen",2002,417165,0.589362,3,6,2
