"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevoelkerung","GISD_Score","TS_Bildung","TS_Einkommen","TS_Arbeitswelt","GISD_5","GISD_10","GISD_k"
"213","1204","Prignitz-Oberhavel",2010,386524,0.582776,0.535007182618337,0.868704645852053,0.557353667535349,4,8,2
"214","1204","Prignitz-Oberhavel",2011,386524,0.590046,0.58598952808444,0.856223906012563,0.530472350883951,5,9,3
"215","1204","Prignitz-Oberhavel",2012,386524,0.518275,0.495884532994144,0.853015153918484,0.509053751376482,4,8,2
"216","1204","Prignitz-Oberhavel",2013,386524,0.528762,0.544224456240877,0.84423292500345,0.486261677347308,4,8,2
"217","1204","Prignitz-Oberhavel",2014,386524,0.514414,0.544940397054594,0.84195340035202,0.464887465540173,5,9,3
"218","1204","Prignitz-Oberhavel",2015,386524,0.490754,0.540001426597497,0.834987714159211,0.438970526894017,5,9,3
"219","1204","Prignitz-Oberhavel",2016,386524,0.477248,0.54582200677692,0.830281300976819,0.416265135036811,5,9,3
"220","1204","Prignitz-Oberhavel",2017,386524,0.430024,0.508837376950817,0.819343615608187,0.38869566469287,4,8,2
"221","1205","Uckermark-Barnim",1998,301213,0.854971,0.733274913427566,0.927366055827312,0.735551935038965,5,9,3
"222","1205","Uckermark-Barnim",1999,301213,0.851076,0.741964452306194,0.922321493750103,0.72568132447346,5,10,3
"223","1205","Uckermark-Barnim",2000,301213,0.837573,0.734821365935553,0.917953605355178,0.715605294636003,5,10,3
"224","1205","Uckermark-Barnim",2001,301213,0.814871,0.71478534613168,0.913873249023639,0.703431122073484,5,10,3
"225","1205","Uckermark-Barnim",2002,301213,0.821279,0.726378546281942,0.911875371211561,0.704079307643049,5,10,3
"226","1205","Uckermark-Barnim",2003,301213,0.824795,0.711049062877103,0.909876088835121,0.727029279550282,5,10,3
"227","1205","Uckermark-Barnim",2004,301213,0.817842,0.68669134737267,0.914526431392285,0.735621976875112,5,10,3
"228","1205","Uckermark-Barnim",2005,301213,0.806765,0.674615057438773,0.91684605489662,0.727669731670917,5,10,3
"229","1205","Uckermark-Barnim",2006,301213,0.785101,0.666841129861844,0.910381483827241,0.707276989561304,5,10,3
"230","1205","Uckermark-Barnim",2007,301213,0.742779,0.6368261982091,0.900659584420229,0.679357685530301,5,10,3
"231","1205","Uckermark-Barnim",2008,301213,0.673906,0.587469966523695,0.876188759359477,0.643084851259073,5,10,3
"232","1205","Uckermark-Barnim",2009,301213,0.607541,0.523362830927914,0.864912561385164,0.612377932762378,4,8,2
